"id","subproduct_id","subproduct_name","product_name","question","answer","language","tag","link","question_id","data_type","date"
168906,56,"Smart_QR","Smart QR","Smart QR дегеніміз не?","Smart QR — бұл дүкенде небәрі 3 минут ішінде, қағаз құжаттарсыз және күтпестен бөліп төлеуді рәсімдеуге мүмкіндік беретін ыңғайлы сервис. \nСеріктестер үшін бұл клиенттерге бөліп төлеуді жылдам және оңай рәсімдеу арқылы сатылымды арттыруға көмектесетін құрал.","kz","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=239077602","e44652c7-0448-4ceb-9ae5-6dcfff9b1631","confluence","2025-04-15 09:38:26.42247"
21298,52,"DragonCard","Карты","Какие опции доступны для пополнения карты #DragonCard через отделения БЦК?","В отделениях Банка ЦентрКредит карту #DragonCard можно пополнить следующими способами: \n \u25ab в терминалах банка, \n \u25ab в банкоматах банка с функцией Cash In, \n \u25ab через кассу.","ru","financials","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=245185821","bc81288d-6bf1-423e-a795-9dc5c91a57cc","confluence","2025-02-14 09:55:40.919423"
26279,44,"GoldCard","Карты","Каковы основные валюты ведения счета для карты #GoldCard?"," Для карты #GoldCard валюты ведения счета: KZT, USD, CNY.","ru","issues","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=235592934","17e02550-e6d3-40cf-8d59-01fca5354060","faq","2025-01-20 15:42:21"
3483,0,"BlackEdition","Карты","Сколько времени занимает закрытие карты #blackedition через отделение банка?","Срок закрытия карты #blackedition через отделение банка составляет 45 календарных дней.","ru","closing","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=225205292","1ae917c8-eaad-42d8-b93d-4f23643f78ad","confluence","2024-11-27 16:47:35"
21300,52,"DragonCard","Карты","Могу ли я перевести деньги на карту #DragonCard через систему SWIFT?","Карту #DragonCard можно пополнить через систему международных переводов SWIFT.","ru","financials","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=245185821","cc6c7a54-b1ea-46dd-a2ce-04f7e4a644b2","confluence","2025-02-14 09:56:28.369506"
21302,52,"DragonCard","Карты","Как использовать приложение BCC.KZ для пополнения карты #DragonCard?","В приложении BCC.KZ можно пополнить карту #DragonCard с любой карты/ счета/ депозита БЦК или с карты другого банка.","ru","financials","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=245185821","17581e4b-6547-43a3-8974-4da8e983a112","confluence","2025-02-14 09:56:46.363637"
21304,52,"DragonCard","Карты","Какими способами можно пополнить карту #DragonCard?","Способы пополнения карты #DragonCard: \n \u25ab в терминалах БЦК, \n \u25ab в банкоматах БЦК с функцией Cash In, \n \u25ab в отделениях БЦК через кассу, \n \u25ab с любой карты/ счета/ депозита БЦК через приложение BCC.KZ, \n \u25ab с карты другого банка в приложении BCC.KZ или через приложения других банков, \n \u25ab через систему международных переводов SWIFT.","ru","commissions","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=245185821","c5ca9cb7-c999-4043-af14-055da87abb04","confluence","2025-02-14 09:59:56.297895"
21305,52,"DragonCard","Карты","#DragonCard картасын қалай толықтыруға болады?","#DragonCard картасын толықтыру тәсілдері: \n \u25ab БЦК терминалдарында, \n \u25ab Cash In функциясы бар БЦК банкоматтарында, \n \u25ab БЦК бөлімшелерінде касса арқылы, \n \u25ab BCC.KZ қосымшасы арқылы ЦентрКредит Банкінің картасынан/ шотынан/ депозитінен, \n \u25ab Басқа банк картасынан BCC.KZ қосымшасы арқылы немесе басқа банк қосымшалары арқылы, \n \u25ab SWIFT халықаралық аударымдар жүйесі арқылы.","kz","commissions","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=245185821","c5ca9cb7-c999-4043-af14-055da87abb04","confluence","2025-02-14 09:59:56.444086"
21306,52,"DragonCard","Карты","Есть ли возможность использовать банкоматы БЦК для пополнения карты #DragonCard?пвып","Карту #DragonCard можно пополнить в банкоматах БЦК, если они оснащены функцией Cash In.пывпвы","ru","financials","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=245185821","bfbccdae-5e68-428f-95f6-2467f3182da8","confluence","2025-02-14 10:00:44.421173"
21307,52,"DragonCard","Карты","#DragonCard картасын толықтыру үшін БЦК банкоматтарын пайдалану мүмкіндігі бар ма?пывп","#DragonCard картасын Cash In функциясы бар БЦК банкоматтарында толықтыруға болады.пвыпвы","kz","financials","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=245185821","bfbccdae-5e68-428f-95f6-2467f3182da8","confluence","2025-02-14 10:00:44.452766"
21308,0,"BlackEdition","Карты","Как установить PIN-код для карты #BlackEdition через BCC.KZ?","Для установки PIN-кода для карты #BlackEdition через BCC.KZ необходимо зайти в BCC.KZ, найти нужную карту и кликнуть на нее. Далее выбрать 'Действия' - 'Настройки карты' - 'Изменить ПИН-код'.","ru","opening","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=225205286","8edca7f3-2931-47bf-a0c5-31565bb63ae8","confluence","2025-02-14 10:00:56.207068"
21309,0,"BlackEdition","Карты","BCC.KZ арқылы #BlackEdition картасына PIN-кодты қалай орнатуға болады?","BCC.KZ арқылы #BlackEdition картасына PIN-кодты орнату үшін BCC.KZ сайтына кіріп, қажетті картаны тауып, оны басу қажет. Содан кейін 'Әрекеттер' - 'Карта баптаулары' - 'ПИН-кодты өзгерту' бөлімдерін таңдаңыз.","kz","opening","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=225205286","8edca7f3-2931-47bf-a0c5-31565bb63ae8","confluence","2025-02-14 10:00:56.241383"
26280,44,"GoldCard","Карты","#GoldCard картасы үшін шот жүргізудің негізгі валюталары қандай?"," #GoldCard картасы үшін шотты жүргізу валюталары: KZT, USD, CNY.","kz","issues","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=235592934","17e02550-e6d3-40cf-8d59-01fca5354060","faq","2025-01-20 15:42:23"
168908,56,"Smart_QR","Smart QR","Smart QR несиесінің шарттары","Smart QR арқылы қарыз келесі тұлғаларға беріледі: \n \u25abФизикалық тұлғаларға — ҚР резиденттеріне 21-ден 65 жасқа дейін. \n \u25abҚарыз сомасы — 20 000-нан 3 000 000 теңгеге дейін, мерзімі — 3-тен 42 айға дейін, валюта — теңге. \n \u25abӨтеу әдісі — ай сайын, аннуитеттік әдіс немесе дифференциалды төлемдер әдісі. \n \u25abМерзімінен бұрын өтеуге рұқсат етіледі. Кешіктірілген жағдайда айыппұл — күніне 0,5%.","kz","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=239077505","305032f7-e4ac-4811-8477-a5ab58d96578","confluence","2025-04-15 09:39:13.770604"
45471,44,"GoldCard","Карты","Какая комиссия за перевыпуск карты #GoldCard?","Перевыпуск карты #GoldCard: \n \u25ab по инициативе Банка либо повреждение пластика - бесплатно, \n \u25ab по просьбе клиента (утеря/кража) - 1 000 тенге. \n \n \u2757Перевыпуск по #GoldCard временно недоступно.","ru","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=235592934","94641809-e65f-420a-9ac5-cf2c9f18401f","confluence","2025-05-27 10:31:48"
5874,8,"UlkengeKurmet","Карты","#ҮлкенгеҚұрмет картасы бойынша қолма-қол ақша алу тарифтері қандай?","#ҮлкенгеҚұрмет картасы бойынша қолма-қол ақша алу тарифтері: \nБанктің және ҚР аумағындағы/тыс жерлердегі басқа банктердің банкоматтарында күнтізбелік айда: \n \u25ab 5 000 KZT дейін - 100 KZT; \n \u25ab 5 000 KZT бастап 1 500 000 KZT дейін - 0 KZT; \n \u25ab 1 500 000 KZT жоғары - 1%, кемінде 250 KZT. \n \nБанктің кассаларында: \n \u25ab Зейнетақы - 0 KZT; \n \u25ab Басқа түсімдер: \n- KZT/USD/EUR - 1.5% + 300 KZT. \n \nБасқа банктердің кассаларында: 1,5 % + 1 000 KZT.","kz","commissions","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=210155227","84e8bd5f-6ff6-4bb2-a53a-99f6a133a817","confluence","2025-04-25 09:22:44"
168917,18,"Gold","Сбережения","За что отвечает банк при продаже и покупке золотых слитков?","Банк обязан осуществлять автоматический обмен информацией о финансовых счетах с налоговым комитетом, включая сведения о клиентах и реализованном золоте.","ru","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=195264640","6096c83f-6711-4c33-b0ff-5aa673f6b05c","confluence","2025-04-15 09:46:45.11045"
5862,8,"UlkengeKurmet","Карты","#ҮлкенгеҚұрмет картасы бойынша кэшбэк пайызы қандай?","#ҮлкенгеҚұрмет картасы бойынша Сіз келесі санаттардағы сатып алулар үшін кэшбэк ала аласыз: \n \u25ab 2% «дәріханалар және оптикалар» санатында; \n \u25ab 2% «азық-түлік және супермаркеттер» санатында; \n \u25ab 2% «медициналық қызметтер» санатында.","kz","cashback","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=210151729","dffd8561-a273-4282-95e3-da3854d1a1f9","confluence","2025-02-19 11:27:13"
168919,15,"Koronapay","Переводы","Как мне получить перевод по Золотой короне?","По ""Золотой Короне"" получить перевод можно только в отделении банка. Для получения перевода необходимо при себе иметь удостоверяющий документ и назвать контрольный номер перевода.","ru","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=230721761","b934cbf6-92b1-48e7-a615-66019c86a47a","confluence","2025-04-15 09:50:50.866382"
168921,14,"WesternUnion","Переводы","Какие данные нужны для оплаты юридическим лицам через Western Union?","Для платежей юридическим лицам через Western Union отправителю необходимо предоставить оригинал документа, подтверждающего цель оплаты (например, договор/ счет-фактура/ инвойс), с указанием полного наименования компании-получателя, суммы, назначения платежа и номера счета.","ru","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=191864374","0a00452e-e0cf-45c1-8d2e-554c20a2014a","confluence","2025-04-15 09:52:03.358238"
5668,7,"JuniorBank","Карты","#juniorcard картасы кімнің атына беріледі?","#juniorcard картасы ата-ананың атына беріледі.","kz","opening","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=210167529","b565a1c4-8471-4a53-8f2a-98112c25904f","confluence","2025-04-22 16:59:15"
21322,52,"DragonCard","Карты","Каковы лимиты на пополнение других мобильных операторов в BCC.KZ через карту #DragonCard?","Лимит на пополнение других мобильных операторов в календарный месяц по карте #DragonCard составляет: \n - 50 000 KZT в день; \n - 50 000 KZT в месяц.","ru","limits","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=245186277","4b6580a4-8b53-445f-b825-e5174becacbb","confluence","2025-02-14 10:07:54.06265"
21324,52,"DragonCard","Карты","Каковы лимиты на оплату через Western Union с карты #DragonCard?","Лимит на оплату через Western Union с карты #DragonCard составляет: \n - 1 000 USD за одну операцию; \n - 1 000 USD в день; \n - 7 300 USD в месяц (до 4 операции).","ru","limits","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=245186277","b9d1a0c9-f0a4-45c9-a7e2-b8f5208a6151","confluence","2025-02-14 10:09:39.43346"
26281,44,"GoldCard","Карты","Сколько стоит выпуск карты #GoldCard?"," Стоимость выпуска карты #GoldCard составляет: \n \u25ab для резидентов — 0 тенге; \n \u25ab для нерезидентов — 1 000 тенге (стоимость выпуска стандартной карты для нерезидента)","ru","opening","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=235592934","cfd9c21a-b7cc-4d1b-b12e-2486da2a3db6","faq","2025-01-20 15:42:21"
75228,1233,"Pakety_uslug","Карты","Какой повышенный кэшбэк предлагает Пакет услуг ""comfort""?","Пакет услуг ""comfort"" предлагает повышенный кэшбэк по карте #bccpay: \n \u25aa + 2 дополнительные категории.","ru","cashback","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=250041287","c02f7848-7104-4169-baa5-8b94c55c96f6","confluence","2025-02-26 15:46:25.099168"
3551,0,"BlackEdition","Карты","Каковы условия кэшбэк по карте #blackedition?","Карта #blackedition предлагает базовый кэшбэк: \n \u25aa 0,5% за покупки \n \u25aa 1,5% при остатке на карте от 500 000 ₸ и оплате электронным кошельком (Apple Pay/Google Pay/Samsung Pay) или в интернете. \nЛимит кэшбэка в месяц составляет 20 000 ₸. \n \nПовышенный кэшбэк при оплате электронным кошельком или в интернете до 30.05.2025 \n \u25ab 5% кэшбэк на покупки в AirbaFresh \n \u25ab 5-10% бонусов в приложении AirbaFresh. \nЛимит кэшбэка в месяц составляет 20 000 ₸. \n \n \u25ab 10% в ресторанах в РК \n \u25ab 10% на книги и образовательные подписки. \nЛимит кэшбэка в месяц составляет 20 000 ₸. \n \nМаксимальная сумма кэшбэка в месяц до 60 000 ₸.","ru","cashback","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=225205140","ad1b2e5f-6983-47f1-8d86-0a61b86214c2","confluence","2025-05-06 11:26:34"
31596,7,"JuniorBank","Карты","#juniorcard картасына ПИН-кодты СМС арқылы қалай орнатуға болады?","#juniorcard картасына СМС арқылы ПИН-код орнату үшін, ""PIN"" сөзі мен картаның соңғы 4 санын 4433 нөміріне жіберу қажет.","kz","issues","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=210169502","984a58bc-24ae-4883-a5e6-64a7025cf6cd","confluence","2025-02-19 11:31:56.303834"
168909,51,"Metal","Сбережения","Как открыть металлический счёт?","Чтобы открыть металлический счёт, выполните следующие шаги: \n \u21C0Скачайте мобильное приложение bcc.kz \u21C0Выберите раздел «Новый счёт или продукт». \u21C0Перейдите во вкладку «Купить металлы» и следуйте инструкциям. \nИмейте в виду, что банк может отказать в открытии или проведении операций по счёту, если это противоречит законодательству РК или условиям договора. \nМеталлический счёт может быть открыт при наличии налоговой задолженности, если у вас уже есть открытый текущий счёт. Однако, если текущего счёта нет, открыть металлический счёт при наличии налоговой задолженности невозможно.","ru","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=195269158","ce893c23-eca2-4fce-855b-8da072491f78","confluence","2025-04-15 09:39:26.41749"
26282,44,"GoldCard","Карты","#GoldCard картасын шығару қанша тұрады?"," #GoldCard картасын шығару құны келесідей: \n \u25ab резиденттер үшін — 0 теңге; \n \u25ab бейрезиденттер үшін — 1 000 тенге.","kz","opening","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=235592934","cfd9c21a-b7cc-4d1b-b12e-2486da2a3db6","faq","2025-01-20 15:42:23"
168911,56,"Smart_QR","Smart QR","Как получить кредит через Smart QR?","\n \u25abОформить займ через Smart QR можно за 3–5 минут, без визита в банк и бумажных документов. \n \u25abДостаточно смартфона и доступа к QR-коду, ссылке или сайту партнёра. \n \u25abВсе документы подписываются онлайн через ЭЦП, доступно 24/7, даже для новых клиентов.","ru","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=239077426","c0a95c42-cea1-428f-aedf-a37fb22bc9c3","confluence","2025-04-15 09:39:31.486288"
